video_id,url
7548189333023444232,https://www.tiktok.com/@lululemon/video/7548189333023444232
7547400150298135826,https://www.tiktok.com/@lululemon/video/7547400150298135826
7546683883085942024,https://www.tiktok.com/@lululemon/video/7546683883085942024
7546280968873708808,https://www.tiktok.com/@lululemon/video/7546280968873708808
7545961383402229010,https://www.tiktok.com/@lululemon/video/7545961383402229010
7545521456076115218,https://www.tiktok.com/@lululemon/video/7545521456076115218
7544393454332759314,https://www.tiktok.com/@lululemon/video/7544393454332759314
7543761910496349458,https://www.tiktok.com/@lululemon/video/7543761910496349458
7542167771283574024,https://www.tiktok.com/@lululemon/video/7542167771283574024
7541160364466081042,https://www.tiktok.com/@lululemon/video/7541160364466081042
